X1,variable,Division_Name,District_Name,District_Code,value,Column,Indicator_v2,Description,Source,Unit
255,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Mohmand,PK235,0.157897572,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
256,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,North Waziristan,PK236,0.29254331,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
257,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Peshawar,Nowshera,PK218,0.025144807,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
258,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,Orakzai,PK237,0.172932966,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
259,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Peshawar,Peshawar,PK219,0.03425733,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
260,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Malakand,Shangla,PK220,0.355428289,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
261,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",F.A.T.A.,South Waziristan,PK238,0.259454565,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
262,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Mardan,Swabi,PK221,0.036488515,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
263,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Malakand,Swat,PK222,0.103454305,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
264,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Dera Ismail Khan,Tank,PK229,0.097861364,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
265,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Hazara,Tor Ghar,PK231,0.808717627,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
266,"Gender Difference in travel time to school, equal school weights (dry_educ_gender_diff)",Malakand,Upper Dir,PK230,0.230693496,L,"Additional travel time to school for girls (person-hours), equal weights","Difference in travel time between boys and girls to primary, middle and high school, expressed in additional hours' travel to school for girls, with all school types weighed equally","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
267,Health Index (health_idx),Hazara,Abbottabad,PK201,0.23120584,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
268,Health Index (health_idx),F.A.T.A.,Bajaur,PK232,0.27445799,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
269,Health Index (health_idx),F.A.T.A.,Bannu,PK202,0.154236819,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
270,Health Index (health_idx),Hazara,Batagram,PK203,0.357172209,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
271,Health Index (health_idx),Mardan,Buner,PK204,0.270125205,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
272,Health Index (health_idx),Peshawar,Charsadda,PK205,0.133321548,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
273,Health Index (health_idx),Malakand,Chitral,PK206,0.908342432,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
274,Health Index (health_idx),Dera Ismail Khan,Dera Ismail Khan,PK207,0.254681229,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
275,Health Index (health_idx),Bannu,FR Bannu,PK239,0.53073595,E,Health Inaccessibility Index,Index indicating relative access to healthcare facilities. Higher values indicate lower accessibility.,"Healthcare locations: Ministry of National Health Services, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Dimensionless Index (0-1)
