X1,variable,Division_Name,District_Name,District_Code,Tehsil_Name,Tehsil_Code,value,Column,Indicator_v2,Description,Source,Unit
554,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Lower Dir,PK214,Samar Bagh,PK21402,-0.005178673,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
555,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Bannu,Lakki Marwat,PK213,Sarai Naurang,PK21302,0.04962007,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
556,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,Sararogha,PK23807,0.177510586,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
557,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,Serwekai,PK23806,0.450555377,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
558,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Shewa,PK23608,0.391483767,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
559,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,North Waziristan,PK236,Spinwam,PK23604,0.377649906,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
560,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Swabi,PK221,Swabi,PK22103,0.023821347,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
561,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Malakand PA,PK215,Swat Ranizai,PK21501,0.05983049,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
562,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Mardan,PK217,Takht Bhai,PK21702,0.027007023,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
563,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Karak,PK210,Takht E Nasrati,PK21002,0.020025583,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
564,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Kohat,Hangu,PK208,Tall,PK20801,0.104417885,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
565,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Peshawar,Charsadda,PK205,Tangi,PK20501,0.037255239,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
566,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Dera Ismail Khan,Tank,PK229,Tank,PK22901,0.114094768,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
567,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,Tiarza,PK23805,0.125817186,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
568,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Malakand,Lower Dir,PK214,Timergara,PK21401,0.016336481,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
569,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,South Waziristan,PK238,Toi Khulla,PK23801,0.866305289,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
570,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Swabi,PK221,Topi,PK22101,0.058742206,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
571,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Hazara,Tor Ghar,PK231,Tor Ghar,PK23101,1.106261821,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
572,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",Mardan,Buner,PK204,Totalai,PK20403,0.320214657,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
573,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Kurram,PK234,Upper Kurram,PK23402,0.219879886,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
574,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Mohmand,PK235,Upper Momand,PK23502,-0.23822035,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
575,"Gender difference in travel time to middle school (Additional hours for girls, dry_educ_middle_gender_dif)",F.A.T.A.,Orakzai,PK237,Upper Orakzai,PK23701,-0.114500633,L,Additional travel time to middle school for girls (person-hours),"Difference in travel time between boys and girls to middle school, expressed in additional hours' travel to school for girls","School locations: Pakistan Public School Census, n.d.; Population: Facebook/CIESIN HRSL, 2021; Friction surfaces: NASA SRTM, ICIMOD (2010), OpenStreetMap contributors (2021), CWD (Khyber Pahktunkhwa)",Hours
