X1,variable,Division_Name,District_Name,Tehsil_Name,value,Column,Source,Description,Unit
1694,Population_exposed_landslides,F.A.T.A.,North Waziristan,Data Khel,211.5852189,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1695,Population_exposed_landslides,F.A.T.A.,North Waziristan,Dossali,55.86680096,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1696,Population_exposed_landslides,F.A.T.A.,North Waziristan,Garyum,9.227736257,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1697,Population_exposed_landslides,F.A.T.A.,North Waziristan,Ghulam Khan,0.949865669,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1698,Population_exposed_landslides,F.A.T.A.,North Waziristan,Mir Ali,6.829223603,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1699,Population_exposed_landslides,F.A.T.A.,North Waziristan,Miran Shah,119.445663,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1700,Population_exposed_landslides,F.A.T.A.,North Waziristan,Razmak,3.28134305,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1701,Population_exposed_landslides,F.A.T.A.,North Waziristan,Shewa,2.437704742,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1702,Population_exposed_landslides,F.A.T.A.,North Waziristan,Spinwam,0.90614292,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1703,Population_exposed_landslides,Peshawar,Nowshera,Nowshera,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1704,Population_exposed_landslides,Peshawar,Nowshera,Pabbi,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1705,Population_exposed_landslides,F.A.T.A.,Orakzai,Central Orakzai,516.7840627,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1706,Population_exposed_landslides,F.A.T.A.,Orakzai,Ismailzai,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1707,Population_exposed_landslides,F.A.T.A.,Orakzai,Lower Orakzai,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
1708,Population_exposed_landslides,F.A.T.A.,Orakzai,Upper Orakzai,0,T,"World Bank 2021, Global Landslide Hazard Map. Available at: https://datacatalog.worldbank.org/int/search/dataset/0037584/global-landslide-hazard-map","Exposure variable based on estimated annual frequency of significant landslides per square kilometre, with those areas with an annual frequency above 0.01 withheld. Significant landslides are those which are likely to have been reported had they occurred in a populated place.",Number of inhabitants
